date,sales,day_name,month,quarter,is_weekend,is_special_day,ma_7,ma_30,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,rolling_mean_7,rolling_std_7,day_of_week,day_of_month,day_of_year,week_of_year
2023-07-09,1181.82,Sunday,7,3,1,0,1140.8828571428571,1173.0696666666665,1139.78,1223.26,1337.38,1123.3,1151.5985714285714,75.82424489756245,6,9,190,27
2023-07-10,1160.69,Monday,7,3,0,0,1125.8742857142856,1167.8276666666668,1181.82,1226.36,1222.13,1208.56,1142.217142857143,68.76675691889687,0,10,191,28
2023-07-11,1242.42,Tuesday,7,3,0,0,1167.7671428571427,1160.4456666666667,1160.69,1207.62,1310.72,1372.32,1147.1885714285713,75.23659823706495,1,11,192,28
2023-07-12,1153.49,Wednesday,7,3,0,0,1173.8542857142857,1157.4399999999998,1242.42,1197.63,1167.97,1316.55,1140.8828571428571,72.08826805018958,2,12,193,28
2023-07-13,991.01,Thursday,7,3,0,0,1175.6571428571428,1148.5046666666667,1153.49,1096.07,1227.69,1234.35,1125.8742857142856,91.33928597216268,3,13,194,28
2023-07-14,1305.16,Friday,7,3,0,1,1177.2514285714285,1142.4446666666665,991.01,1011.91,1066.11,1266.87,1167.7671428571427,97.4060398049118,4,14,195,28
2023-07-15,1182.39,Saturday,7,3,1,0,1168.8685714285714,1145.5196666666668,1305.16,1139.78,1158.52,1149.98,1173.8542857142857,96.69435882496619,5,15,196,28
2023-07-16,1194.44,Sunday,7,3,1,0,1156.5057142857142,1151.0373333333334,1182.39,1181.82,1223.26,1113.73,1175.6571428571428,96.98484515879831,6,16,197,28
2023-07-17,1171.85,Monday,7,3,0,0,1165.3028571428572,1151.9429999999998,1194.44,1160.69,1226.36,1334.15,1177.2514285714285,96.78933126961331,0,17,198,29
2023-07-18,1183.74,Tuesday,7,3,0,0,1122.5728571428572,1150.9536666666668,1171.85,1242.42,1207.62,1302.59,1168.8685714285714,92.65734427242624,1,18,199,29
2023-07-19,1066.95,Wednesday,7,3,0,0,1124.93,1147.4759999999999,1183.74,1153.49,1197.63,1202.7,1156.5057142857142,100.49321185319567,2,19,200,29
2023-07-20,1052.59,Thursday,7,3,0,0,1136.1614285714286,1140.0433333333333,1066.95,991.01,1096.07,1212.55,1165.3028571428572,85.10897910214521,3,20,201,29
2023-07-21,1006.05,Friday,7,3,0,0,1122.6299999999999,1132.8556666666666,1052.59,1305.16,1011.91,1159.45,1122.5728571428572,77.97618412358958,4,21,202,29
2023-07-22,1198.89,Saturday,7,3,1,0,1112.9414285714286,1132.07,1006.05,1182.39,1139.78,1106.92,1124.93,80.30051328187815,5,22,203,29
2023-07-23,1273.06,Sunday,7,3,1,0,1122.2285714285715,1137.5163333333333,1198.89,1194.44,1181.82,1071.02,1136.1614285714286,95.67033368614761,6,23,204,29
2023-07-24,1077.13,Monday,7,3,0,0,1120.81,1135.8203333333333,1273.06,1171.85,1160.69,1234.39,1122.6299999999999,96.47643494656998,0,24,205,30
2023-07-25,1115.92,Tuesday,7,3,0,0,1117.97,1134.2413333333332,1077.13,1183.74,1242.42,1337.38,1112.9414285714286,92.64603614988306,1,25,206,30
2023-07-26,1131.96,Wednesday,7,3,0,0,1135.2628571428572,1135.215,1115.92,1066.95,1153.49,1222.13,1122.2285714285715,90.50088902483478,2,26,207,30
2023-07-27,1042.66,Thursday,7,3,0,0,1129.3457142857144,1123.5333333333333,1131.96,1052.59,991.01,1310.72,1120.81,91.84226151396611,3,27,208,30
2023-07-28,986.17,Friday,7,3,0,0,1144.8542857142859,1117.2013333333334,1042.66,1006.05,1305.16,1167.97,1117.97,96.18698699234946,4,28,209,30
2023-07-29,1319.94,Saturday,7,3,1,0,1155.9485714285715,1118.0313333333334,986.17,1198.89,1182.39,1227.69,1135.2628571428572,120.87331725326845,5,29,210,30
2023-07-30,1231.64,Sunday,7,3,1,0,1154.53,1112.8326666666665,1319.94,1273.06,1194.44,1066.11,1129.3457142857144,113.81092944838171,6,30,211,30
2023-07-31,1185.69,Monday,7,3,0,0,1146.2414285714287,1111.8703333333333,1231.64,1077.13,1171.85,1158.52,1144.8542857142859,112.9027259572204,0,31,212,31
2023-08-01,1193.58,Tuesday,8,3,0,0,1145.6457142857143,1109.3803333333335,1185.69,1115.92,1183.74,1223.26,1155.9485714285715,113.40015673542449,1,1,213,31
2023-08-02,1122.03,Wednesday,8,3,0,0,1110.297142857143,1103.8756666666666,1193.58,1131.96,1066.95,1226.36,1154.53,113.81161686459396,2,2,214,31
2023-08-03,984.64,Thursday,8,3,0,0,1102.2485714285715,1095.627,1122.03,1042.66,1052.59,1207.62,1146.2414285714287,124.89016313392673,3,3,215,31
2023-08-04,982.0,Friday,8,3,0,0,1088.4214285714286,1091.7346666666667,984.64,986.17,1006.05,1197.63,1145.6457142857143,125.78766339313462,4,4,216,31
2023-08-05,1072.5,Saturday,8,3,1,0,1079.9742857142858,1091.558,982.0,1319.94,1198.89,1096.07,1110.297142857143,100.96233996137329,5,5,217,31
2023-08-06,1175.3,Sunday,8,3,1,0,1089.67,1097.0616666666667,1072.5,1231.64,1273.06,1011.91,1102.2485714285715,91.4769465363747,6,6,218,31
2023-08-07,1088.9,Monday,8,3,0,0,1076.4314285714286,1093.405,1175.3,1185.69,1077.13,1139.78,1088.4214285714286,83.75119271360896,0,7,219,32
2023-08-08,1134.45,Tuesday,8,3,0,0,1073.792857142857,1086.7056666666667,1088.9,1193.58,1115.92,1181.82,1079.9742857142858,73.76358447931997,1,8,220,32
2023-08-09,1189.9,Wednesday,8,3,0,0,1065.7085714285715,1089.3423333333333,1134.45,1122.03,1131.96,1160.69,1089.67,83.96758283210467,2,9,221,32
2023-08-10,891.97,Thursday,8,3,0,0,1061.98,1085.2276666666667,1189.9,984.64,1042.66,1242.42,1076.4314285714286,107.33941531866128,3,10,222,32
2023-08-11,963.53,Friday,8,3,0,0,1071.2114285714285,1074.2953333333332,891.97,982.0,986.17,1153.49,1073.792857142857,110.23550845262697,4,11,223,32
2023-08-12,1015.91,Saturday,8,3,1,0,1069.1100000000001,1075.6233333333332,963.53,1072.5,1319.94,991.01,1065.7085714285715,112.39993170646815,5,12,224,32
2023-08-13,1149.2,Sunday,8,3,1,0,1042.94,1079.9823333333334,1015.91,1175.3,1231.64,1305.16,1061.98,108.52472037896705,6,13,225,32
2023-08-14,1153.52,Monday,8,3,0,0,1049.27,1073.3026666666667,1149.2,1088.9,1185.69,1182.39,1071.2114285714285,113.81566960493053,0,14,226,33
2023-08-15,1119.74,Tuesday,8,3,0,0,1047.3628571428574,1067.4273333333333,1153.52,1134.45,1193.58,1194.44,1069.1100000000001,112.58258687144438,1,15,227,33
2023-08-16,1006.71,Wednesday,8,3,0,0,1051.8457142857144,1062.37,1119.74,1189.9,1122.03,1171.85,1042.94,100.46432766575887,2,16,228,33
2023-08-17,936.28,Thursday,8,3,0,0,1054.9828571428573,1055.1523333333334,1006.71,891.97,984.64,1183.74,1049.27,90.24265362528392,3,17,229,33
2023-08-18,950.18,Friday,8,3,0,0,1045.7928571428572,1049.081,936.28,963.53,982.0,1066.95,1047.3628571428574,92.470210827465,4,18,230,33
2023-08-19,1047.29,Saturday,8,3,1,0,1038.9842857142855,1049.7553333333333,950.18,1015.91,1072.5,1052.59,1051.8457142857144,91.44624137658364,5,19,231,33
2023-08-20,1171.16,Sunday,8,3,1,0,1060.3442857142857,1054.534,1047.29,1149.2,1175.3,1006.05,1054.9828571428573,95.62395144771956,6,20,232,33
2023-08-21,1089.19,Monday,8,3,0,0,1068.3728571428571,1053.6366666666665,1171.16,1153.52,1088.9,1198.89,1045.7928571428572,87.305028437518,0,21,233,34
2023-08-22,1072.08,Tuesday,8,3,0,0,1047.4885714285715,1049.63,1089.19,1119.74,1134.45,1273.06,1038.9842857142855,82.29149953207641,1,22,234,34
2023-08-23,1156.23,Wednesday,8,3,0,0,1052.5185714285715,1050.7033333333334,1072.08,1006.71,1189.9,1077.13,1060.3442857142857,91.41710832900878,2,23,235,34
2023-08-24,992.48,Thursday,8,3,0,0,1044.7728571428572,1045.0726666666667,1156.23,936.28,891.97,1115.92,1068.3728571428571,80.52425591382895,3,24,236,34
2023-08-25,803.99,Friday,8,3,0,0,1049.1100000000001,1032.9896666666666,992.48,950.18,963.53,1131.96,1047.4885714285715,123.68010125973655,4,25,237,34
2023-08-26,1082.5,Saturday,8,3,1,0,1046.7242857142858,1040.0906666666665,803.99,1047.29,1015.91,1042.66,1052.5185714285715,124.38465814139626,5,26,238,34
2023-08-27,1116.94,Sunday,8,3,1,0,1029.2585714285713,1049.3990000000001,1082.5,1171.16,1149.2,986.17,1044.7728571428572,117.24875148081176,6,27,239,34
2023-08-28,1119.55,Monday,8,3,0,0,1027.0542857142857,1052.733,1116.94,1089.19,1153.52,1319.94,1049.1100000000001,119.70149066183886,0,28,240,35
2023-08-29,1055.38,Tuesday,8,3,0,0,1046.4685714285713,1047.998,1119.55,1072.08,1119.74,1231.64,1046.7242857142858,119.33323913270935,1,29,241,35
2023-08-30,1033.97,Wednesday,8,3,0,0,1035.3785714285716,1043.0256666666667,1055.38,1156.23,1006.71,1185.69,1029.2585714285713,109.14695284012909,2,30,242,35
2023-08-31,977.05,Thursday,8,3,0,0,1036.5814285714284,1039.1926666666668,1033.97,992.48,936.28,1193.58,1027.0542857142857,110.16457640837979,3,31,243,35
2023-09-01,939.89,Friday,9,3,0,0,1026.0142857142857,1034.0216666666665,977.05,803.99,950.18,1122.03,1046.4685714285713,68.33610451988032,4,1,244,35
2023-09-02,1004.87,Saturday,9,3,1,0,1025.9742857142858,1038.752,939.89,1082.5,1047.29,984.64,1035.3785714285716,67.81125728288306,5,2,245,35
2023-09-03,1125.36,Sunday,9,3,1,0,1038.4214285714286,1046.1693333333333,1004.87,1116.94,1171.16,982.0,1036.5814285714284,69.55149469483281,6,3,246,35
2023-09-04,1045.58,Monday,9,3,0,0,1036.7757142857142,1045.1143333333332,1125.36,1119.55,1089.19,1072.5,1026.0142857142857,59.77736663574621,0,4,247,36
2023-09-05,1055.1,Tuesday,9,3,0,0,1020.7071428571428,1042.0163333333333,1045.58,1055.38,1072.08,1175.3,1025.9742857142858,59.75453089017118,1,5,248,36
2023-09-06,1121.1,Wednesday,9,3,0,0,1035.0114285714285,1034.5426666666667,1055.1,1033.97,1156.23,1088.9,1038.4214285714286,69.90955381266104,2,6,249,36
2023-09-07,965.53,Thursday,9,3,0,0,1051.7857142857142,1028.442,1121.1,977.05,992.48,1134.45,1036.7757142857142,71.70753536812617,3,7,250,36
2023-09-08,827.41,Friday,9,3,0,0,1061.8357142857144,1019.0216666666666,965.53,939.89,803.99,1189.9,1020.7071428571428,102.86851765146218,4,8,251,36
2023-09-09,1105.0,Saturday,9,3,1,0,1054.9857142857143,1019.0486666666667,827.41,1004.87,1082.5,891.97,1035.0114285714285,107.17102693492004,5,9,252,36
2023-09-10,1242.78,Sunday,9,3,1,0,1038.3071428571427,1032.7713333333334,1105.0,1125.36,1116.94,963.53,1051.7857142857142,130.35148149741548,6,10,253,36
2023-09-11,1115.93,Monday,9,3,0,0,1043.9099999999999,1029.7206666666668,1242.78,1045.58,1119.55,1015.91,1061.8357142857144,132.4877436919017,0,11,254,37
2023-09-12,1007.15,Tuesday,9,3,0,0,1047.3628571428571,1027.8256666666666,1115.93,1055.1,1055.38,1149.2,1054.9857142857143,134.1235210365345,1,12,255,37
2023-09-13,1004.35,Wednesday,9,3,0,0,1043.5328571428572,1025.0036666666667,1007.15,1121.1,1033.97,1153.52,1038.3071428571427,131.770233704262,2,13,256,37
2023-09-14,1004.75,Thursday,9,3,0,0,1033.5214285714285,1023.6266666666667,1004.35,965.53,977.05,1119.74,1043.9099999999999,128.9639434105503,3,14,257,37
2023-09-15,851.58,Friday,9,3,0,0,1019.1942857142857,1016.3806666666667,1004.75,827.41,939.89,1006.71,1047.3628571428571,122.3555716909089,4,15,258,37
2023-09-16,1078.19,Saturday,9,3,1,0,1029.347142857143,1021.0253333333333,851.58,1105.0,1004.87,936.28,1043.5328571428572,120.65854420833953,5,16,259,37
2023-09-17,1172.7,Sunday,9,3,1,0,1009.4371428571428,1027.613,1078.19,1242.78,1125.36,950.18,1033.5214285714285,102.98384313871134,6,17,260,37
2023-09-18,1015.64,Monday,9,3,0,0,992.9099999999999,1028.01,1172.7,1115.93,1045.58,1047.29,1019.1942857142857,96.37231221623999,0,18,261,38
2023-09-19,1078.22,Tuesday,9,3,0,0,996.0585714285714,1027.4643333333333,1015.64,1007.15,1055.1,1171.16,1029.347142857143,98.60961915794954,1,19,262,38
2023-09-20,864.98,Wednesday,9,3,0,0,983.9300000000001,1027.362,1078.22,1004.35,1121.1,1089.19,1009.4371428571428,116.87599250406059,2,20,263,38
2023-09-21,889.06,Thursday,9,3,0,0,990.0685714285713,1022.7453333333332,864.98,1004.75,965.53,1072.08,992.9099999999999,125.51005789709873,3,21,264,38
2023-09-22,873.62,Friday,9,3,0,0,986.5457142857142,1015.272,889.06,851.58,827.41,1156.23,996.0585714285714,121.58891704270906,4,22,265,38
2023-09-23,993.29,Saturday,9,3,1,0,983.9557142857144,1017.9013333333334,873.62,1078.19,1105.0,992.48,983.9300000000001,116.14327803765958,5,23,266,38
2023-09-24,1215.67,Sunday,9,3,1,0,1008.2285714285715,1028.6056666666668,993.29,1172.7,1242.78,803.99,990.0685714285713,128.284258897778,6,24,267,38
2023-09-25,990.98,Monday,9,3,0,0,1026.087142857143,1028.6133333333335,1215.67,1015.64,1115.93,1082.5,986.5457142857142,127.80269009390159,0,25,268,39
2023-09-26,1060.09,Tuesday,9,3,0,0,1017.9399999999999,1026.2493333333334,990.98,1078.22,1007.15,1116.94,983.9557142857144,125.80328305958948,1,26,269,39
2023-09-27,1034.89,Wednesday,9,3,0,0,1035.5257142857142,1021.6436666666666,1060.09,864.98,1004.35,1119.55,1008.2285714285715,114.944679364838,2,27,270,39
2023-09-28,1014.07,Thursday,9,3,0,0,1024.3614285714286,1023.431,1034.89,889.06,1004.75,1055.38,1026.087142857143,102.36710876615842,3,28,271,39
2023-09-29,816.59,Friday,9,3,0,0,1028.047142857143,1016.7433333333333,1014.07,873.62,851.58,1033.97,1017.9399999999999,117.65227112129912,4,29,272,39
2023-09-30,1116.39,Saturday,9,3,1,0,1035.032857142857,1018.732,816.59,993.29,1078.19,977.05,1035.5257142857142,122.45565181691038,5,30,273,39
2023-10-01,1137.52,Sunday,10,4,1,0,1036.1214285714286,1029.7133333333334,1116.39,1215.67,1172.7,939.89,1024.3614285714286,105.71242570113837,6,1,274,39
2023-10-02,1016.78,Monday,10,4,0,0,1022.1971428571429,1030.2843333333333,1137.52,990.98,1015.64,1004.87,1028.047142857143,104.80042027814504,0,2,275,40
2023-10-03,1108.99,Tuesday,10,4,0,0,1033.6699999999998,1026.8936666666666,1016.78,1060.09,1078.22,1125.36,1035.032857142857,108.8440539968804,1,3,276,40
2023-10-04,1042.51,Wednesday,10,4,0,0,1023.3871428571427,1027.679,1108.99,1034.89,864.98,1045.58,1036.1214285714286,108.88048561435913,2,4,277,40
2023-10-05,916.6,Thursday,10,4,0,0,1024.9614285714285,1023.066,1042.51,1014.07,889.06,1055.1,1022.1971428571429,118.01953732529138,3,5,278,40
2023-10-06,896.9,Friday,10,4,0,0,1037.597142857143,1023.6540000000001,916.6,816.59,873.62,1121.1,1033.6699999999998,96.67415959465569,4,6,279,40
2023-10-07,1044.41,Saturday,10,4,1,0,1046.5785714285714,1031.54,896.9,1116.39,993.29,965.53,1023.3871428571427,90.00735890549453,5,7,280,40
2023-10-08,1148.54,Sunday,10,4,1,0,1037.3285714285714,1041.7863333333332,1044.41,1137.52,1215.67,827.41,1024.9614285714285,92.40087290867636,6,8,281,40
2023-10-09,1105.23,Monday,10,4,0,0,1057.9242857142856,1043.9626666666668,1148.54,1016.78,990.98,1105.0,1037.597142857143,97.02749330546719,0,9,282,41
2023-10-10,1171.86,Tuesday,10,4,0,0,1044.6128571428571,1042.0883333333334,1105.23,1108.99,1060.09,1242.78,1046.5785714285714,107.12214141321105,1,10,283,41
2023-10-11,977.76,Wednesday,10,4,0,0,1047.4699999999998,1044.9793333333332,1171.86,1042.51,1034.89,1115.93,1037.3285714285714,110.28102291094935,2,11,284,41
2023-10-12,1060.77,Thursday,10,4,0,0,1052.1100000000001,1043.585,977.76,916.6,1014.07,1007.15,1057.9242857142856,96.58869203261332,3,12,285,41
2023-10-13,803.72,Friday,10,4,0,0,1050.6942857142856,1040.9913333333332,1060.77,896.9,816.59,1004.35,1044.6128571428571,124.78440871015279,4,13,286,41
2023-10-14,1064.41,Saturday,10,4,1,0,1036.2828571428572,1042.376,803.72,1044.41,1116.39,1004.75,1047.4699999999998,125.00775629269141,5,14,287,41
2023-10-15,1181.02,Sunday,10,4,1,0,1045.06,1053.471,1064.41,1148.54,1137.52,851.58,1052.1100000000001,129.89186861898986,6,15,288,41
2023-10-16,1095.32,Monday,10,4,0,0,1027.782857142857,1054.433,1181.02,1105.23,1016.78,1078.19,1050.6942857142856,129.2689220007566,0,16,289,42
2023-10-17,1070.98,Tuesday,10,4,0,0,1039.0542857142857,1055.183,1095.32,1171.86,1108.99,1172.7,1036.2828571428572,118.70080043457641,1,17,290,42
2023-10-18,1039.2,Wednesday,10,4,0,0,1047.8014285714285,1057.181,1070.98,977.76,1042.51,1015.64,1045.06,115.89046365713733,2,18,291,42
2023-10-19,939.83,Thursday,10,4,0,0,1047.8,1053.5233333333333,1039.2,1060.77,916.6,1078.22,1027.782857142857,122.0113714255457,3,19,292,42
2023-10-20,882.62,Friday,10,4,0,0,1042.5514285714287,1052.2943333333335,939.83,803.72,896.9,864.98,1039.0542857142857,99.41447243018007,4,20,293,42
2023-10-21,1125.64,Saturday,10,4,1,0,1055.1885714285713,1057.8743333333334,882.62,1064.41,1044.41,889.06,1047.8014285714285,104.57693347141766,5,21,294,42
2023-10-22,1181.01,Sunday,10,4,1,0,1060.69,1068.7003333333334,1125.64,1181.02,1148.54,873.62,1047.8,104.57481038312365,6,22,295,42
2023-10-23,1058.58,Monday,10,4,0,0,1071.8942857142858,1071.0536666666667,1181.01,1095.32,1105.23,993.29,1042.5514285714287,102.69742879425944,0,23,296,43
2023-10-24,1159.44,Tuesday,10,4,0,0,1082.5314285714287,1070.6423333333335,1058.58,1070.98,1171.86,1215.67,1055.1885714285713,111.81640017286658,1,24,297,43
2023-10-25,1077.71,Wednesday,10,4,0,0,1072.527142857143,1072.1556666666668,1159.44,1039.2,977.76,990.98,1060.69,111.84599858734144,2,25,298,43
2023-10-26,1018.26,Thursday,10,4,0,0,1068.0171428571427,1068.1916666666666,1077.71,939.83,1060.77,1060.09,1071.8942857142858,101.1365228881453,3,26,299,43
2023-10-27,957.08,Friday,10,4,0,0,1080.3985714285714,1068.968,1018.26,882.62,803.72,1034.89,1082.5314285714287,79.51635144810535,4,27,300,43
2023-10-28,1055.61,Saturday,10,4,1,0,1080.4814285714288,1073.5356666666667,957.08,1125.64,1064.41,1014.07,1072.527142857143,77.57030697250781,5,28,301,43
2023-10-29,1149.44,Sunday,10,4,1,0,1080.34,1087.2336666666665,1055.61,1181.01,1181.02,816.59,1068.0171428571427,70.83736272012416,6,29,302,43
2023-10-30,1145.25,Monday,10,4,0,0,1077.6257142857144,1091.0476666666666,1149.44,1058.58,1095.32,1116.39,1080.3985714285714,76.27838038582935,0,30,303,44
2023-10-31,1160.02,Tuesday,10,4,0,0,1084.5628571428572,1090.0639999999999,1145.25,1159.44,1070.98,1137.52,1080.4814285714288,76.3787975441174,1,31,304,44
2023-11-01,1076.72,Wednesday,11,4,0,0,1088.6185714285714,1091.292,1160.02,1077.71,1039.2,1016.78,1080.34,76.3857008870087,2,1,305,44
2023-11-02,999.26,Thursday,11,4,0,0,1098.9385714285713,1089.784,1076.72,1018.26,939.83,1108.99,1077.6257142857144,79.24342283056887,3,2,306,44
2023-11-03,1005.64,Friday,11,4,0,0,1094.6185714285714,1088.0143333333333,999.26,957.08,882.62,1042.51,1084.5628571428572,68.30193572519802,4,3,307,44
2023-11-04,1084.0,Saturday,11,4,1,0,1091.2157142857143,1096.136,1005.64,1055.61,1125.64,916.6,1088.6185714285714,67.12902214605293,5,4,308,44
2023-11-05,1221.68,Sunday,11,4,1,0,1101.7742857142857,1106.5216666666668,1084.0,1149.44,1181.01,896.9,1098.9385714285713,81.95366016405397,6,5,309,44
2023-11-06,1115.01,Monday,11,4,0,0,1109.4428571428573,1111.3716666666667,1221.68,1145.25,1058.58,1044.41,1094.6185714285714,79.87627942189881,0,6,310,45
2023-11-07,1136.2,Tuesday,11,4,0,0,1108.787142857143,1109.9646666666667,1115.01,1160.02,1159.44,1148.54,1091.2157142857143,77.084296251383,1,7,311,45
2023-11-08,1150.63,Wednesday,11,4,0,0,1125.0442857142857,1110.5986666666665,1136.2,1076.72,1077.71,1105.23,1101.7742857142857,79.78249596186052,2,8,312,45
2023-11-09,1052.94,Thursday,11,4,0,0,1124.0414285714287,1109.0436666666667,1150.63,999.26,1018.26,1171.86,1109.4428571428573,70.30343725932396,3,9,313,45
2023-11-10,1001.05,Friday,11,4,0,0,1133.1585714285716,1117.912,1052.94,1005.64,957.08,977.76,1108.787142857143,71.44509353675522,4,10,314,45
2023-11-11,1197.8,Saturday,11,4,1,0,1135.3457142857144,1124.2403333333334,1001.05,1084.0,1055.61,1060.77,1125.0442857142857,77.55130750179251,5,11,315,45
2023-11-12,1214.66,Sunday,11,4,1,0,1132.707142857143,1135.3366666666666,1197.8,1221.68,1149.44,803.72,1124.0414285714287,76.12567097209629,6,12,316,45
2023-11-13,1178.83,Monday,11,4,0,0,1128.8214285714287,1139.8036666666665,1214.66,1115.01,1145.25,1064.41,1133.1585714285716,78.64378708848216,0,13,317,46
2023-11-14,1151.51,Tuesday,11,4,0,0,1126.6871428571428,1140.4293333333335,1178.83,1136.2,1160.02,1181.02,1135.3457142857144,78.95474544681205,1,14,318,46
2023-11-15,1132.16,Wednesday,11,4,0,0,1124.6414285714286,1141.131666666667,1151.51,1150.63,1076.72,1095.32,1132.707142857143,78.66693072998117,2,15,319,46
2023-11-16,1025.74,Thursday,11,4,0,0,1121.717142857143,1137.3136666666664,1132.16,1052.94,999.26,1070.98,1128.8214285714287,83.76992010432615,3,16,320,46
2023-11-17,986.11,Friday,11,4,0,0,1134.9042857142858,1137.3436666666666,1025.74,1001.05,1005.64,1039.2,1126.6871428571428,87.66748232464722,4,17,321,46
2023-11-18,1183.48,Saturday,11,4,1,0,1133.0885714285716,1143.8509999999999,986.11,1197.8,1084.0,939.83,1124.6414285714286,85.88036279782008,5,18,322,46
2023-11-19,1194.19,Sunday,11,4,1,0,1125.2942857142857,1151.7436666666667,1183.48,1214.66,1221.68,882.62,1121.717142857143,82.58977009175538,6,19,323,46
2023-11-20,1271.14,Monday,11,4,0,0,1137.73,1155.5943333333335,1194.19,1178.83,1115.01,1125.64,1134.9042857142858,98.97342014519634,0,20,324,47
2023-11-21,1138.8,Tuesday,11,4,0,0,1188.8228571428572,1156.8480000000002,1271.14,1151.51,1136.2,1181.01,1133.0885714285716,98.73430380378703,1,21,325,47
2023-11-22,1077.6,Wednesday,11,4,0,0,1192.3414285714284,1158.3516666666667,1138.8,1132.16,1150.63,1058.58,1125.2942857142857,100.94853438875467,2,22,326,47
2023-11-23,1112.79,Thursday,11,4,0,0,1206.0242857142857,1155.9520000000002,1077.6,1025.74,1052.94,1159.44,1137.73,91.56638029320291,3,23,327,47
2023-11-24,1343.76,Friday,11,4,0,1,1194.3785714285714,1153.1716666666666,1112.79,986.11,1001.05,1077.71,1188.8228571428572,92.63979359401756,4,24,328,47
2023-11-25,1208.11,Saturday,11,4,1,0,1198.58,1159.4216666666666,1343.76,1183.48,1197.8,1018.26,1192.3414285714284,92.8704953916206,5,25,329,47
2023-11-26,1289.97,Sunday,11,4,1,0,1211.2542857142855,1168.883,1208.11,1194.19,1214.66,957.08,1206.0242857142857,99.97245468246425,6,26,330,47
2023-11-27,1189.62,Monday,11,4,0,0,1201.6385714285714,1169.581333333333,1289.97,1271.14,1178.83,1055.61,1194.3785714285714,95.78329350301657,0,27,331,48
2023-11-28,1168.21,Tuesday,11,4,0,0,1163.6185714285714,1171.6636666666668,1189.62,1138.8,1151.51,1149.44,1198.58,93.5582602802444,1,28,332,48
2023-11-29,1166.32,Wednesday,11,4,0,0,1161.6714285714286,1170.4673333333333,1168.21,1077.6,1132.16,1145.25,1211.2542857142855,79.37146104596212,2,29,333,48
2023-11-30,1045.48,Thursday,11,4,0,0,1154.8785714285714,1167.4886666666666,1166.32,1112.79,1025.74,1160.02,1201.6385714285714,95.68841577894887,3,30,334,48
2023-12-01,1077.62,Friday,12,4,0,0,1156.292857142857,1164.632,1045.48,1343.76,986.11,1076.72,1163.6185714285714,81.65078105945113,4,1,335,48
2023-12-02,1194.48,Saturday,12,4,1,0,1169.3042857142857,1171.9406666666666,1077.62,1208.11,1183.48,999.26,1161.6714285714286,80.56829534180984,5,2,336,48
2023-12-03,1242.42,Sunday,12,4,1,0,1168.4185714285716,1184.1836666666668,1194.48,1289.97,1194.19,1005.64,1154.8785714285714,69.14273797214798,6,3,337,48
2023-12-04,1199.52,Monday,12,4,0,0,1171.0942857142857,1189.5283333333332,1242.42,1189.62,1271.14,1084.0,1156.292857142857,70.06687061045507,0,4,338,49
2023-12-05,1259.29,Tuesday,12,4,0,0,1169.6085714285714,1194.2646666666665,1199.52,1168.21,1138.8,1221.68,1169.3042857142857,80.35080415634172,1,5,339,49
2023-12-06,1160.12,Wednesday,12,4,0,0,1176.1742857142856,1193.0713333333333,1259.29,1166.32,1077.6,1115.01,1168.4185714285716,80.42332174780981,2,6,340,49
2023-12-07,1064.21,Thursday,12,4,0,0,1182.2414285714287,1193.7666666666667,1160.12,1045.48,1112.79,1136.2,1171.0942857142857,75.83192156717894,3,7,341,49
2023-12-08,1067.22,Friday,12,4,0,0,1184.9885714285715,1193.195,1064.21,1077.62,1343.76,1150.63,1169.6085714285714,78.03829795439158,4,8,342,49
2023-12-09,1240.44,Saturday,12,4,1,0,1187.537142857143,1198.8700000000001,1067.22,1194.48,1208.11,1052.94,1176.1742857142856,82.2968192696661,5,9,343,49
2023-12-10,1284.89,Sunday,12,4,1,0,1185.0828571428572,1199.138,1240.44,1242.42,1289.97,1001.05,1182.2414285714287,89.2650912411174,6,10,344,49
2023-12-11,1218.75,Monday,12,4,0,0,1184.7885714285715,1212.6893333333333,1284.89,1199.52,1189.62,1197.8,1184.9885714285715,90.17671381396089,0,11,345,50
2023-12-12,1277.13,Tuesday,12,4,0,0,1181.8228571428572,1212.3756666666666,1218.75,1259.29,1168.21,1214.66,1187.537142857143,92.83938850047508,1,12,346,50
2023-12-13,1142.94,Wednesday,12,4,0,0,1182.4742857142858,1215.9846666666667,1277.13,1160.12,1166.32,1178.83,1185.0828571428572,93.90593976851953,2,13,347,50
2023-12-14,1062.15,Thursday,12,4,0,0,1192.2614285714287,1219.2409999999998,1142.94,1064.21,1045.48,1151.51,1184.7885714285715,94.35004565067791,3,14,348,50
2023-12-15,1046.46,Friday,12,4,0,0,1210.1285714285716,1218.1583333333333,1062.15,1067.22,1077.62,1132.16,1181.8228571428572,98.87908705657715,4,15,349,50
2023-12-16,1245.0,Saturday,12,4,1,0,1218.5785714285714,1227.7353333333335,1046.46,1240.44,1194.48,1025.74,1182.4742857142858,99.34355755946497,5,16,350,50
2023-12-17,1353.4,Sunday,12,4,1,0,1231.7785714285715,1239.4653333333333,1245.0,1284.89,1242.42,986.11,1192.2614285714287,113.4834486358473,6,17,351,50
2023-12-18,1343.82,Monday,12,4,0,0,1245.7085714285715,1243.2246666666667,1353.4,1218.75,1199.52,1183.48,1210.1285714285716,127.34773344777258,0,18,352,51
